#organism	nchr	16Scopy	nprot	nprot_w_function	lineage
Oscillatoria_acuminata_PCC_6304_uid183003	1	3	5704	1590	k:Bacteria;p:Cyanobacteria;c:undef;o:Oscillatoriales;f:undef;g:Oscillatoria;s:Oscillatoriaacuminata
Pelodictyon_phaeoclathratiforme_BU_1_uid58173	1	3	2707	1239	k:Bacteria;p:Chlorobi;c:Chlorobia;o:Chlorobiales;f:Chlorobiaceae;g:Pelodictyon;s:Pelodictyonphaeoclathratiforme
Escherichia_coli_UMN026_uid62981	1	7	4819	3081	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Candidatus_Sulcia_muelleri_SMDSEM_uid59393	1	1	242	218	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:undef;g:Sulcia;s:Sulciamuelleri
Leuconostoc_carnosum_JB16_uid176371	1	4	1548	970	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:Leuconostoccarnosum
Dehalococcoides_VS_uid42393	1	1	1439	746	k:Bacteria;p:Chloroflexi;c:Dehalococcoidia;o:Dehalococcoidales;f:Dehalococcoidaceae;g:Dehalococcoides;s:Dehalococcoidesmccartyi
Stanieria_cyanosphaera_PCC_7437_uid183115	1	2	4328	1551	k:Bacteria;p:Cyanobacteria;c:undef;o:Pleurocapsales;f:undef;g:Stanieria;s:Stanieriacyanosphaera
Mycoplasma_mycoides_SC_PG1_uid58031	1	2	1017	473	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmamycoides
Candidatus_Blochmannia_vafer_BVAF_uid62083	1	1	587	563	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Blochmannia;s:Blochmanniavafer
Borrelia_crocidurae_Achema_uid162335	1	1	864	530	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Borreliaceae;g:Borrelia;s:Borreliacrocidurae
Anaeromyxobacter_dehalogenans_2CP_1_uid58989	1	2	4473	1854	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Myxococcales;f:Anaeromyxobacteraceae;g:Anaeromyxobacter;s:Anaeromyxobacterdehalogenans
Serratia_AS13_uid162065	1	7	4951	2879	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Serratia;s:undef
Pseudomonas_aeruginosa_PA7_uid58627	1	4	6286	3011	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonasaeruginosa
Acidithiobacillus_ferrivorans_SS3_uid67387	1	2	3093	1457	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Acidithiobacillales;f:Acidithiobacillaceae;g:Acidithiobacillus;s:Acidithiobacillusferrivorans
Weissella_koreensis_KACC_15510_uid68837	1	5	1335	755	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Weissella;s:Weissellakoreensis
Natronococcus_occultus_SP4_uid184863	1	4	3889	1366	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Natronococcus;s:Natronococcusoccultus
Lactobacillus_johnsonii_FI9785_uid41735	1	4	1710	916	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusjohnsonii
Methylobacterium_nodulans_ORS_2060_uid59023	1	7	7355	2562	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:Methylobacteriumnodulans
Lactobacillus_crispatus_ST1_uid48359	1	4	2021	986	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacilluscrispatus
Pleurocapsa_PCC_7327_uid183006	1	3	4268	1616	k:Bacteria;p:Cyanobacteria;c:undef;o:Pleurocapsales;f:undef;g:Pleurocapsa;s:Pleurocapsaminor
Lactobacillus_johnsonii_DPC_6026_uid162057	1	4	1772	913	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusjohnsonii
Mycoplasma_gallisepticum_NC08_2008_031_4_3P_uid172631	1	2	739	381	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagallisepticum
Spirochaeta_thermophila_DSM_6192_uid53037	1	2	2203	1097	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Spirochaeta;s:Spirochaetathermophila
Lactobacillus_amylovorus_GRL_1112_uid61179	1	4	2054	926	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusamylovorus
Heliobacterium_modesticaldum_Ice1_uid58279	1	9	2999	1329	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Heliobacteriaceae;g:Heliobacterium;s:Heliobacteriummodesticaldum
Leptospira_borgpetersenii_serovar_Hardjo_bovis_JB197_uid58509	2	2	2880	1080	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:undef;f:Leptospiraceae;g:Leptospira;s:Leptospiraborgpetersenii
Thermococcus_AM4_uid54735	1	1	2222	939	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:undef
Geobacillus_Y412MC52_uid55381	1	8	3420	1828	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Geobacillus;s:undef
Helicobacter_pylori_51_uid161925	1	2	1415	898	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Kangiella_koreensis_DSM_16069_uid59209	1	2	2632	1483	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Alcanivoracaceae;g:Kangiella;s:Kangiellakoreensis
Legionella_pneumophila_2300_99_Alcoy_uid48801	1	3	3190	1496	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Legionellales;f:Legionellaceae;g:Legionella;s:Legionellapneumophila
Lactobacillus_acidophilus_NCFM_uid57685	1	4	1864	970	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusacidophilus
Chlamydia_trachomatis_uid196771	1	2	898	527	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Candidatus_Kinetoplastibacterium_galatii_TCC219_uid189751	1	3	727	641	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:undef;f:undef;g:Kinetoplastibacterium;s:Kinetoplastibacteriumgalatii
Capnocytophaga_ochracea_DSM_7271_uid59197	1	4	2171	923	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Capnocytophaga;s:Capnocytophagaochracea
Herpetosiphon_aurantiacus_DSM_785_uid58599	1	5	4977	1650	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Herpetosiphonales;f:Herpetosiphonaceae;g:Herpetosiphon;s:Herpetosiphonaurantiacus
Riemerella_anatipestifer_RA_CH_2_uid186548	1	3	2044	894	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Riemerella;s:Riemerellaanatipestifer
Flavobacterium_psychrophilum_JIP02_86_uid61627	1	6	2446	1048	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Flavobacterium;s:Flavobacteriumpsychrophilum
Aeromonas_hydrophila_ATCC_7966_uid58617	1	10	4119	2539	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Aeromonadales;f:Aeromonadaceae;g:Aeromonas;s:Aeromonashydrophila
Escherichia_coli__clone_D_i14__uid162049	1	7	4918	2936	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Burkholderia_383_uid58073	3	6	7716	3619	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderialata
Bifidobacterium_longum_JCM_1217_uid62695	1	4	1924	961	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumlongum
Rhodothermus_marinus_SG0_5JP17_172_uid72767	1	1	2751	1290	k:Bacteria;p:Bacteroidetes;c:undef;o:Bacteroidetes;f:Rhodothermaceae;g:Rhodothermus;s:Rhodothermusmarinus
Aeromonas_veronii_B565_uid66323	1	10	4028	2360	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Aeromonadales;f:Aeromonadaceae;g:Aeromonas;s:Aeromonasveronii
Helicobacter_pylori_Shi470_uid59165	1	2	1566	939	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Chlamydia_trachomatis_L2b_795_uid196791	1	2	890	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Rickettsia_bellii_OSU_85_389_uid58681	1	1	1475	673	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiabellii
Staphylococcus_aureus_M1_uid197263	1	2	2697	1378	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcusaureus
Lactobacillus_helveticus_DPC_4571_uid58761	1	4	1610	884	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillushelveticus
Rhodospirillum_photometricum_uid159003	1	1	3281	1524	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Pararhodospirillum;s:Pararhodospirillumphotometricum
Buchnera_aphidicola__Cinara_tujafilina__uid68101	1	1	360	344	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Pyrococcus_furiosus_COM1_uid169620	1	1	2064	994	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Pyrococcus;s:Pyrococcusfuriosus
Glaciecola_nitratireducens_FR1064_uid73759	1	4	3654	1798	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Glaciecola;s:Glaciecolanitratireducens
Novosphingobium_aromaticivorans_DSM_12444_uid57747	1	3	3324	1521	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Novosphingobium;s:Novosphingobiumaromaticivorans
Methanopyrus_kandleri_AV19_uid57883	1	1	1687	845	k:Archaea;p:Euryarchaeota;c:Methanopyri;o:Methanopyrales;f:Methanopyraceae;g:Methanopyrus;s:Methanopyruskandleri
Pedobacter_saltans_DSM_12145_uid61349	1	4	3792	1398	k:Bacteria;p:Bacteroidetes;c:Sphingobacteriia;o:Sphingobacteriales;f:Sphingobacteriaceae;g:Pseudopedobacter;s:Pseudopedobactersaltans
Pseudoalteromonas_haloplanktis_TAC125_uid58431	2	9	3484	1952	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Pseudoalteromonadaceae;g:Pseudoalteromonas;s:Pseudoalteromonashaloplanktis
Bacillus_thuringiensis_Bt407_uid177931	1	14	5525	2226	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusthuringiensis
Yersinia_pestis_Angola_uid58485	1	7	3832	2420	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:Yersiniapestis
Vibrio_cholerae_O1_biovar_El_Tor_N16961_uid57623	2	8	3504	2082	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:Vibriocholerae
Corynebacterium_urealyticum_DSM_7111_uid188688	1	3	1935	1012	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumurealyticum
Rickettsia_parkeri_Portsmouth_uid158045	1	1	1318	648	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiaparkeri
Treponema_pallidum_pertenue_CDC2_uid87051	1	2	1064	556	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:Treponemapallidum
Dickeya_dadantii_Ech586_uid42519	1	7	4144	2599	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Dickeya;s:Dickeyadadantii
Candidatus_Chloracidobacterium_thermophilum_B_uid73587	2	1	3053	1324	k:Bacteria;p:Acidobacteria;c:undef;o:undef;f:undef;g:Chloracidobacterium;s:Chloracidobacteriumthermophilum
Acetobacter_pasteurianus_IFO_3283_26_uid158531	1	5	2627	1317	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Acetobacteraceae;g:Acetobacter;s:Acetobacterpasteurianus
Pseudomonas_syringae_tomato_DC3000_uid57967	1	5	5481	2715	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonassyringae
Listeria_monocytogenes_SLCC2372_uid174872	1	6	2936	1563	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:Listeriamonocytogenes
Treponema_pallidum_SS14_uid58977	2	4	2001	1086	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:Treponemapallidum
Selenomonas_sputigena_ATCC_35185_uid55329	1	4	2255	1233	k:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Veillonellaceae;g:Selenomonas;s:Selenomonassputigena
Sphingomonas_wittichii_RW1_uid58691	1	2	4850	1937	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Sphingomonas;s:Sphingomonaswittichii
Candidatus_Kinetoplastibacterium_blastocrithidii_TCC012E_uid189752	1	3	724	637	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:undef;f:undef;g:Kinetoplastibacterium;s:Kinetoplastibacteriumblastocrithidii
Chloroflexus_Y_400_fl_uid59085	1	3	4159	1640	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Chloroflexaceae;g:Chloroflexus;s:undef
Burkholderia_pseudomallei_K96243_uid57733	2	4	5728	2939	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiapseudomallei
Desulfitobacterium_hafniense_DCB_2_uid57749	1	7	4883	2045	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Desulfitobacterium;s:Desulfitobacteriumhafniense
Listeria_monocytogenes_uid43671	1	5	3010	1611	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:Listeriamonocytogenes
Corynebacterium_diphtheriae_HC04_uid84301	1	5	2275	1115	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumdiphtheriae
Escherichia_coli_O103_H2_12009_uid41013	1	7	5050	3046	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Desulfovibrio_magneticus_RS_1_uid59309	1	3	4625	1730	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfovibrionaceae;g:Desulfovibrio;s:Desulfovibriomagneticus
Eubacterium_limosum_KIST612_uid59777	1	5	4571	1518	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Eubacteriaceae;g:Eubacterium;s:Eubacteriumlimosum
Halorhabdus_utahensis_DSM_12940_uid59189	1	1	2998	1186	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Halorhabdus;s:Halorhabdusutahensis
Thermoanaerobacterium_thermosaccharolyticum_DSM_571_uid51639	1	6	2601	1359	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Thermoanaerobacterium;s:Thermoanaerobacteriumthermosaccharolyticum
Bacillus_pumilus_SAFR_032_uid59017	1	7	3679	1991	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacilluspumilus
Mycobacterium_tuberculosis_F11_uid58417	1	1	3941	1768	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumtuberculosis
Chlamydia_trachomatis_B_Jali20_OT_uid59351	1	2	875	539	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Desulfobacca_acetoxidans_DSM_11109_uid65785	1	1	2866	1317	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Syntrophobacterales;f:Syntrophaceae;g:Desulfobacca;s:Desulfobaccaacetoxidans
Shewanella_MR_4_uid58345	1	9	3924	2129	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:undef
Chlamydia_trachomatis_D_EC_uid159881	1	2	870	522	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Haloferax_mediterranei_ATCC_33500_uid167315	1	2	2951	1159	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Haloferacales;f:Haloferacaceae;g:Haloferax;s:Haloferaxmediterranei
Chlamydia_trachomatis_IU888_uid193713	1	2	876	523	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Mycobacterium_bovis_BCG_Pasteur_1173P2_uid58781	1	1	3949	1987	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumbovis
Mycobacterium_tuberculosis_KZN_1435_uid59069	1	1	4059	1748	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumtuberculosis
Mycoplasma_hyorhinis_SK76_uid181997	1	1	753	379	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmahyorhinis
Cronobacter_sakazakii_Sp291_uid189241	1	7	4015	2439	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Cronobacter;s:Cronobactersakazakii
Brucella_abortus_S19_uid58873	2	3	3000	1785	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:Brucellaabortus
Francisella_tularensis_TIGB03_uid89379	1	3	1624	968	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:Francisellatularensis
Mycoplasma_leachii_99_014_6_uid162031	1	2	905	447	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmaleachii
Escherichia_coli_IHE3034_uid162007	1	7	4753	2945	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Pseudomonas_fluorescens_SBW25_uid158693	1	6	5921	3013	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonasfluorescens
Listeria_welshimeri_serovar_6b_SLCC5334_uid61605	1	6	2774	1537	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:Listeriawelshimeri
Salmonella_enterica_serovar_Typhi_CT18_uid57793	1	7	4395	2613	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:Salmonellaenterica
Raoultella_ornithinolytica_B6_uid198431	1	8	4909	3109	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Raoultella;s:Raoultellaornithinolytica
Neisseria_lactamica_020_06_uid60851	1	4	1972	1163	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:Neisserialactamica
Burkholderia_cenocepacia_MC0_3_uid58769	3	6	7008	3217	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiacenocepacia
Francisella_tularensis_holarctica_LVS_uid58595	1	3	1754	994	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:Francisellatularensis
Brucella_suis_1330_uid159871	2	3	3266	1781	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:Brucellasuis
Helicobacter_pylori_F16_uid161145	1	2	1500	912	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Ignicoccus_hospitalis_KIN4_I_uid58365	1	1	1434	733	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Desulfurococcales;f:Desulfurococcaceae;g:Ignicoccus;s:Ignicoccushospitalis
Chlorobium_limicola_DSM_245_uid58127	1	2	2434	1257	k:Bacteria;p:Chlorobi;c:Chlorobia;o:Chlorobiales;f:Chlorobiaceae;g:Chlorobium;s:Chlorobiumlimicola
Buchnera_aphidicola_Ua__Uroleucon_ambrosiae__uid158535	1	1	529	507	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Mycoplasma_hyopneumoniae_7448_uid58039	1	1	657	360	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmahyopneumoniae
Bifidobacterium_dentium_Bd1_uid43091	1	4	2127	1101	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumdentium
Pyrococcus_horikoshii_OT3_uid57753	1	1	1950	944	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Pyrococcus;s:Pyrococcushorikoshii
Thermoanaerobacterium_saccharolyticum_JW_SL_YS485_uid167781	1	5	2643	1352	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Thermoanaerobacterium;s:Thermoanaerobacteriumsaccharolyticum
Mycoplasma_hyorhinis_HUB_1_uid51695	1	1	658	371	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmahyorhinis
Thalassolituus_oleivorans_MIL_1_uid195604	1	4	3662	1694	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Oceanospirillaceae;g:Thalassolituus;s:Thalassolituusoleivorans
Bacillus_cereus_03BB102_uid59299	1	14	5398	2404	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacilluscereus
Xanthomonas_oryzae_KACC_10331_uid58155	1	2	4065	1557	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xanthomonas;s:Xanthomonasoryzae
Lactobacillus_rhamnosus_Lc_705_uid59315	1	5	2878	1410	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusrhamnosus
Paenibacillus_mucilaginosus_K02_uid162117	1	13	7354	2577	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Paenibacillaceae;g:Paenibacillus;s:Paenibacillusmucilaginosus
Bifidobacterium_longum_BBMN68_uid60163	1	3	1804	983	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumlongum
Rhizobium_etli_CIAT_652_uid59115	1	3	4343	2050	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Rhizobium;s:Rhizobiumetli
Candidatus_Solibacter_usitatus_Ellin6076_uid58139	1	2	7826	2044	k:Bacteria;p:Acidobacteria;c:Solibacteres;o:Solibacterales;f:Solibacteraceae;g:Solibacter;s:Solibacterusitatus
Mycoplasma_pneumoniae_M129_uid57709	1	1	648	348	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmapneumoniae
Croceibacter_atlanticus_HTCC2559_uid49661	1	2	2701	1107	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Croceibacter;s:Croceibacteratlanticus
Thermomicrobium_roseum_DSM_5159_uid59341	1	1	1917	1018	k:Bacteria;p:Chloroflexi;c:Thermomicrobia;o:Thermomicrobiales;f:Thermomicrobiaceae;g:Thermomicrobium;s:Thermomicrobiumroseum
Clostridium_SY8519_uid68705	1	4	2613	1137	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:undef
Lawsonia_intracellularis_N343_uid186598	1	2	1218	827	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfovibrionaceae;g:Lawsonia;s:Lawsoniaintracellularis
Methanocella_paludicola_SANAE_uid42887	1	2	3004	1205	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanocellales;f:Methanocellaceae;g:Methanocella;s:Methanocellapaludicola
